year,state_name,commodity,SRI,risk_category,yield_per_acre,recommendation,yield_risk,weather_risk,drought_risk,economic_risk
2025,ILLINOIS - SUMMARY,ALL,14.823022271664925,Avg: 14.8,,,,,,
2025,ILLINOIS,WHEAT,17.85608614799149,Low,85.0,Normal inventory,33.16024613711855,4.0,0.0,35.0
2025,ILLINOIS,WHEAT,17.53430448380846,Low,86.0,Normal inventory,32.24086995373845,4.0,0.0,35.0
2025,ILLINOIS,WHEAT,17.212522819625427,Low,87.0,Normal inventory,31.32149377035837,4.0,0.0,35.0
2025,ILLINOIS,WHEAT,17.212522819625427,Low,87.0,Normal inventory,31.32149377035837,4.0,0.0,35.0
2025,ILLINOIS,WHEAT,16.89074115544239,Low,88.0,Normal inventory,30.40211758697827,4.0,0.0,35.0
2025,ILLINOIS,WHEAT,16.89074115544239,Low,88.0,Normal inventory,30.40211758697827,4.0,0.0,35.0
2025,ILLINOIS,CORN,13.18144009169023,Low,219.0,Normal inventory,19.80411454768637,4.0,0.0,35.0
2025,ILLINOIS,CORN,13.18144009169023,Low,219.0,Normal inventory,19.80411454768637,4.0,0.0,35.0
2025,ILLINOIS,CORN,12.69414407212017,Low,221.0,Normal inventory,18.41184020605763,4.0,0.0,35.0
2025,ILLINOIS,SOYBEANS,11.740774807514285,Low,65.0,Normal inventory,15.687928021469382,4.0,0.0,35.0
2025,ILLINOIS,SOYBEANS,11.740774807514285,Low,65.0,Normal inventory,15.687928021469382,4.0,0.0,35.0
2025,ILLINOIS,SOYBEANS,11.740774807514285,Low,65.0,Normal inventory,15.687928021469382,4.0,0.0,35.0
