year,state_name,commodity,SRI,risk_category,yield_per_acre,recommendation,yield_risk,weather_risk,drought_risk,economic_risk
2025,OHIO - SUMMARY,ALL,18.214727361867343,Avg: 18.2,,,,,,
2025,OHIO,CORN,19.27264033631597,Low,194.0,Normal inventory,37.207543818045615,4.0,0.0,35.0
2025,OHIO,CORN,19.27264033631597,Low,194.0,Normal inventory,37.207543818045615,4.0,0.0,35.0
2025,OHIO,CORN,18.785344316745903,Low,196.0,Normal inventory,35.81526947641687,4.0,0.0,35.0
2025,OHIO,WHEAT,18.499649476357558,Low,83.0,Normal inventory,34.99899850387873,4.0,0.0,35.0
2025,OHIO,WHEAT,18.499649476357558,Low,83.0,Normal inventory,34.99899850387873,4.0,0.0,35.0
2025,OHIO,WHEAT,18.17786781217453,Low,84.0,Normal inventory,34.07962232049864,4.0,0.0,35.0
2025,OHIO,SOYBEANS,18.05590128549704,Low,56.0,Normal inventory,33.73114652999153,4.0,0.0,35.0
2025,OHIO,SOYBEANS,18.05590128549704,Low,56.0,Normal inventory,33.73114652999153,4.0,0.0,35.0
2025,OHIO,WHEAT,17.53430448380846,Low,86.0,Normal inventory,32.24086995373845,4.0,0.0,35.0
2025,OHIO,WHEAT,17.53430448380846,Low,86.0,Normal inventory,32.24086995373845,4.0,0.0,35.0
2025,OHIO,WHEAT,17.53430448380846,Low,86.0,Normal inventory,32.24086995373845,4.0,0.0,35.0
2025,OHIO,SOYBEANS,17.35422056572117,Low,57.0,Normal inventory,31.726344473489064,4.0,0.0,35.0
