year,state_name,commodity,SRI,risk_category,yield_per_acre,recommendation,yield_risk,weather_risk,drought_risk,economic_risk
2025,WISCONSIN - SUMMARY,ALL,20.508933542447313,Avg: 20.5,,,,,,
2025,WISCONSIN,CORN,21.70912043416626,Low,184.0,Normal inventory,44.16891552618931,4.0,0.0,35.0
2025,WISCONSIN,CORN,21.70912043416626,Low,184.0,Normal inventory,44.16891552618931,4.0,0.0,35.0
2025,WISCONSIN,CORN,21.46547242438123,Low,185.0,Normal inventory,43.47277835537494,4.0,0.0,35.0
2025,WISCONSIN,WHEAT,20.75212112563878,Low,76.0,Normal inventory,41.43463178753938,4.0,0.0,35.0
2025,WISCONSIN,WHEAT,20.75212112563878,Low,76.0,Normal inventory,41.43463178753938,4.0,0.0,35.0
2025,WISCONSIN,WHEAT,20.75212112563878,Low,76.0,Normal inventory,41.43463178753938,4.0,0.0,35.0
2025,WISCONSIN,WHEAT,20.75212112563878,Low,76.0,Normal inventory,41.43463178753938,4.0,0.0,35.0
2025,WISCONSIN,WHEAT,20.43033946145575,Low,77.0,Normal inventory,40.515255604159286,4.0,0.0,35.0
2025,WISCONSIN,SOYBEANS,20.160943444824618,Low,53.0,Normal inventory,39.74555269949891,4.0,0.0,35.0
2025,WISCONSIN,WHEAT,20.10855779727272,Low,78.0,Normal inventory,39.5958794207792,4.0,0.0,35.0
2025,WISCONSIN,SOYBEANS,18.75758200527289,Low,55.0,Normal inventory,35.73594858649399,4.0,0.0,35.0
2025,WISCONSIN,SOYBEANS,18.75758200527289,Low,55.0,Normal inventory,35.73594858649399,4.0,0.0,35.0
