year,state_name,commodity,SRI,risk_category,yield_per_acre,recommendation,yield_risk,weather_risk,drought_risk,economic_risk
2025,OKLAHOMA - SUMMARY,ALL,34.637023898692576,Avg: 34.6,,,,,,
2025,OKLAHOMA,SOYBEANS,39.80800359854873,Moderate,25.0,"Monitor closely, consider +5% stockpile",95.8800102815678,4.0,0.0,35.0
2025,OKLAHOMA,SOYBEANS,37.00128071944529,Moderate,29.0,"Monitor closely, consider +5% stockpile",87.86080205555797,4.0,0.0,35.0
2025,OKLAHOMA,SOYBEANS,37.00128071944529,Moderate,29.0,"Monitor closely, consider +5% stockpile",87.86080205555797,4.0,0.0,35.0
2025,OKLAHOMA,CORN,34.86611296255784,Moderate,130.0,"Monitor closely, consider +5% stockpile",81.76032275016527,4.0,0.0,35.0
2025,OKLAHOMA,CORN,34.86611296255784,Moderate,130.0,"Monitor closely, consider +5% stockpile",81.76032275016527,4.0,0.0,35.0
2025,OKLAHOMA,CORN,34.86611296255784,Moderate,130.0,"Monitor closely, consider +5% stockpile",81.76032275016527,4.0,0.0,35.0
2025,OKLAHOMA,WHEAT,32.97982436459401,Moderate,38.0,"Monitor closely, consider +5% stockpile",76.3709267559829,4.0,0.0,35.0
2025,OKLAHOMA,WHEAT,32.97982436459401,Moderate,38.0,"Monitor closely, consider +5% stockpile",76.3709267559829,4.0,0.0,35.0
2025,OKLAHOMA,WHEAT,32.97982436459401,Moderate,38.0,"Monitor closely, consider +5% stockpile",76.3709267559829,4.0,0.0,35.0
2025,OKLAHOMA,WHEAT,32.97982436459401,Moderate,38.0,"Monitor closely, consider +5% stockpile",76.3709267559829,4.0,0.0,35.0
2025,OKLAHOMA,WHEAT,32.658042700410974,Moderate,39.0,"Monitor closely, consider +5% stockpile",75.4515505726028,4.0,0.0,35.0
2025,OKLAHOMA,WHEAT,32.658042700410974,Moderate,39.0,"Monitor closely, consider +5% stockpile",75.4515505726028,4.0,0.0,35.0
